Program, Package , Core(s) , GPU , DRAM? , Time (sec), Peak Memory Usage (KB), PowerCap (uW)
exe/bubbleSort 30000 , 17.463379 , 15.675110 , 0.040466 , 0.000000 ,  1.09612E+06, 2432, 40000000 
exe/bubbleSort 30000 , 17.425049 , 15.561523 , 0.031067 , 0.000000 ,  1.11607E+06, 2432, 40000000 
exe/bubbleSort 30000 , 17.368774 , 15.577087 , 0.043274 , 0.000000 ,  1.09752E+06, 2432, 40000000 
exe/bubbleSort 30000 , 17.361084 , 15.574951 , 0.031006 , 0.000000 ,  1.09965E+06, 2432, 40000000 
exe/bubbleSort 30000 , 17.354919 , 15.590820 , 0.032593 , 0.000000 ,  1.08633E+06, 2432, 40000000 
exe/bubbleSort 30000 , 17.190613 , 15.451843 , 0.033020 , 0.000000 ,  1.09504E+06, 2432, 40000000 
exe/bubbleSort 30000 , 17.175354 , 15.433594 , 0.041809 , 0.000000 ,  1.09346E+06, 2432, 40000000 
exe/bubbleSort 30000 , 17.143066 , 15.388123 , 0.040100 , 0.000000 ,  1.09409E+06, 2432, 40000000 
exe/bubbleSort 20000 , 8.522583 , 7.380188 , 0.275269 , 0.000000 ,  497369, 2380, 40000000 
exe/bubbleSort 20000 , 8.408081 , 7.158997 , 0.347412 , 0.000000 ,  528974, 2308, 40000000 
exe/bubbleSort 20000 , 7.584290 , 6.771790 , 0.034241 , 0.000000 ,  474516, 2380, 40000000 
exe/bubbleSort 20000 , 7.503906 , 6.725708 , 0.037170 , 0.000000 ,  469418, 2380, 40000000 
exe/bubbleSort 20000 , 7.500671 , 6.705200 , 0.025024 , 0.000000 ,  469136, 2380, 40000000 
exe/bubbleSort 20000 , 7.491943 , 6.703186 , 0.035339 , 0.000000 ,  471069, 2380, 40000000 
exe/bubbleSort 20000 , 7.477356 , 6.680847 , 0.039185 , 0.000000 ,  467701, 2380, 40000000 
exe/bubbleSort 20000 , 7.462402 , 6.680725 , 0.032593 , 0.000000 ,  470510, 2380, 40000000 
exe/bubbleSort 20000 , 7.455750 , 6.706482 , 0.015015 , 0.000000 ,  466362, 2380, 40000000 
exe/bubbleSort 20000 , 7.419983 , 6.656799 , 0.017944 , 0.000000 ,  466475, 2380, 40000000 
exe/bubbleSort 10000 , 2.134216 , 1.917053 , 0.020630 , 0.000000 ,  113345, 2400, 40000000 
exe/bubbleSort 10000 , 1.965210 , 1.738098 , 0.031677 , 0.000000 ,  114604, 2468, 40000000 
exe/bubbleSort 10000 , 1.871582 , 1.658752 , 0.030762 , 0.000000 ,  110917, 2468, 40000000 
exe/bubbleSort 10000 , 1.786865 , 1.569092 , 0.030945 , 0.000000 ,  107311, 2468, 40000000 
exe/bubbleSort 10000 , 1.773376 , 1.565979 , 0.026489 , 0.000000 ,  108868, 2468, 40000000 
exe/bubbleSort 10000 , 1.739746 , 1.527405 , 0.017273 , 0.000000 ,  112279, 2468, 40000000 
exe/bubbleSort 10000 , 1.707703 , 1.513000 , 0.028625 , 0.000000 ,  107458, 2468, 40000000 
exe/bubbleSort 10000 , 1.703674 , 1.518372 , 0.016968 , 0.000000 ,  107972, 2468, 40000000 
exe/bubbleSort 10000 , 1.679382 , 1.454407 , 0.019409 , 0.000000 ,  125587, 2468, 40000000 
exe/bubbleSort 10000 , 1.619263 , 1.407898 , 0.013794 , 0.000000 ,  127785, 2468, 40000000 
exe/selectionSort.py 30000 , 413.035889 , 372.009705 , 0.287903 , 0.000000 ,  2.55287E+07, 2516, 50000000 
exe/selectionSort.py 30000 , 410.849792 , 369.875854 , 0.268616 , 0.000000 ,  2.54901E+07, 2516, 50000000 
exe/selectionSort.py 30000 , 410.781982 , 369.834473 , 0.299316 , 0.000000 ,  2.54576E+07, 2516, 50000000 
exe/selectionSort.py 30000 , 407.979248 , 365.319519 , 0.867065 , 0.000000 ,  2.6028E+07, 2444, 50000000 
exe/selectionSort.py 30000 , 402.235840 , 360.360107 , 0.277527 , 0.000000 ,  2.60259E+07, 2516, 50000000 
exe/selectionSort.py 30000 , 400.661011 , 359.086060 , 0.259094 , 0.000000 ,  2.58495E+07, 2516, 50000000 
exe/selectionSort.py 30000 , 400.053406 , 358.036499 , 0.262207 , 0.000000 ,  2.61274E+07, 2516, 50000000 
exe/selectionSort.py 30000 , 399.856201 , 358.317993 , 0.238892 , 0.000000 ,  2.58539E+07, 2516, 50000000 
exe/selectionSort.py 30000 , 398.970215 , 357.356079 , 0.054260 , 0.000000 ,  2.60606E+07, 2516, 50000000 
exe/selectionSort.py 30000 , 375.480591 , 329.938416 , 0.229370 , 0.000000 ,  2.76529E+07, 2516, 50000000 
exe/selectionSort.py 20000 , 413.320190 , 372.156494 , 0.283447 , 0.000000 ,  2.56116E+07, 2416, 50000000 
exe/selectionSort.py 20000 , 411.966797 , 370.834961 , 0.304810 , 0.000000 ,  2.55705E+07, 2416, 50000000 
exe/selectionSort.py 20000 , 409.142944 , 366.350769 , 0.938965 , 0.000000 ,  2.60206E+07, 2344, 50000000 
exe/selectionSort.py 20000 , 408.889221 , 368.148804 , 0.266357 , 0.000000 ,  2.54771E+07, 2416, 50000000 
exe/selectionSort.py 20000 , 408.808289 , 367.774353 , 0.289368 , 0.000000 ,  2.56529E+07, 2416, 50000000 
exe/selectionSort.py 20000 , 405.544983 , 364.951904 , 0.261780 , 0.000000 ,  2.54509E+07, 2416, 50000000 
exe/selectionSort.py 20000 , 405.529602 , 364.771667 , 0.252075 , 0.000000 ,  2.54915E+07, 2416, 50000000 
exe/selectionSort.py 20000 , 399.404846 , 357.826965 , 0.279724 , 0.000000 ,  2.58352E+07, 2416, 50000000 
exe/selectionSort.py 20000 , 398.610718 , 357.224609 , 0.146057 , 0.000000 ,  2.583E+07, 2416, 50000000 
exe/selectionSort.py 20000 , 377.225098 , 331.769104 , 0.245056 , 0.000000 ,  2.75505E+07, 2416, 50000000 
exe/selectionSort.py 10000 , 434.882874 , 391.221375 , 1.025391 , 0.000000 ,  2.65757E+07, 2344, 50000000 
exe/selectionSort.py 10000 , 417.410095 , 376.486206 , 0.283081 , 0.000000 ,  2.54531E+07, 2416, 50000000 
exe/selectionSort.py 10000 , 416.624207 , 375.727051 , 0.292297 , 0.000000 ,  2.54357E+07, 2416, 50000000 
exe/selectionSort.py 10000 , 415.141602 , 374.381897 , 0.284485 , 0.000000 ,  2.53599E+07, 2416, 50000000 
exe/selectionSort.py 10000 , 408.032532 , 365.699951 , 0.237915 , 0.000000 ,  2.63497E+07, 2416, 50000000 
exe/selectionSort.py 10000 , 407.600525 , 366.915649 , 0.253479 , 0.000000 ,  2.54721E+07, 2416, 50000000 
exe/selectionSort.py 10000 , 407.104309 , 366.420776 , 0.286133 , 0.000000 ,  2.5499E+07, 2416, 50000000 
exe/selectionSort.py 10000 , 402.154419 , 359.754150 , 0.238037 , 0.000000 ,  2.6378E+07, 2416, 50000000 
exe/selectionSort.py 10000 , 401.631653 , 360.385498 , 0.232422 , 0.000000 ,  2.57167E+07, 2416, 50000000 
exe/selectionSort.py 10000 , 382.560913 , 336.672058 , 0.254150 , 0.000000 ,  2.78187E+07, 2416, 50000000 
exe/selectionSort 30000 , 22.063599 , 19.370605 , 0.382019 , 0.000000 ,  1.34691E+06, 2372, 50000000 
exe/selectionSort 30000 , 19.818604 , 17.755676 , 0.043213 , 0.000000 ,  1.29176E+06, 2444, 50000000 
exe/selectionSort 30000 , 19.671143 , 17.535217 , 0.042480 , 0.000000 ,  1.29263E+06, 2444, 50000000 
exe/selectionSort 30000 , 19.643372 , 17.551819 , 0.047729 , 0.000000 ,  1.27482E+06, 2444, 50000000 
exe/selectionSort 30000 , 19.534058 , 17.411560 , 0.039551 , 0.000000 ,  1.29052E+06, 2444, 50000000 
exe/selectionSort 30000 , 19.386475 , 17.335266 , 0.053650 , 0.000000 ,  1.28676E+06, 2444, 50000000 
exe/selectionSort 30000 , 19.366760 , 17.328552 , 0.035645 , 0.000000 ,  1.28617E+06, 2444, 50000000 
exe/selectionSort 30000 , 19.358276 , 17.277588 , 0.039307 , 0.000000 ,  1.291E+06, 2444, 50000000 
exe/selectionSort 30000 , 19.320068 , 17.253479 , 0.036926 , 0.000000 ,  1.29906E+06, 2444, 50000000 
exe/selectionSort 30000 , 19.127441 , 17.074890 , 0.036499 , 0.000000 ,  1.29629E+06, 2444, 50000000 
exe/selectionSort 20000 , 9.945862 , 8.511536 , 0.388611 , 0.000000 ,  605242, 2436, 50000000 
exe/selectionSort 20000 , 8.873535 , 7.909546 , 0.046814 , 0.000000 ,  569961, 2508, 50000000 
exe/selectionSort 20000 , 8.829529 , 7.868896 , 0.028076 , 0.000000 ,  572077, 2508, 50000000 
exe/selectionSort 20000 , 8.806702 , 7.832153 , 0.033447 , 0.000000 ,  575763, 2508, 50000000 
exe/selectionSort 20000 , 8.624512 , 7.682190 , 0.035339 , 0.000000 ,  566833, 2508, 50000000 
exe/selectionSort 20000 , 8.602722 , 7.668396 , 0.037964 , 0.000000 ,  567734, 2508, 50000000 
exe/selectionSort 20000 , 8.562866 , 7.628601 , 0.035461 , 0.000000 ,  568695, 2508, 50000000 
exe/selectionSort 20000 , 8.531921 , 7.591492 , 0.023315 , 0.000000 ,  571962, 2508, 50000000 
exe/selectionSort 20000 , 8.468323 , 7.553833 , 0.028015 , 0.000000 ,  573519, 2508, 50000000 
exe/selectionSort 20000 , 8.388123 , 7.471924 , 0.023743 , 0.000000 ,  571086, 2508, 50000000 
exe/selectionSort 10000 , 2.178528 , 1.904968 , 0.031616 , 0.000000 ,  137188, 2428, 50000000 
exe/selectionSort 10000 , 2.153992 , 1.892029 , 0.029968 , 0.000000 ,  136425, 2428, 50000000 
exe/selectionSort 10000 , 2.152405 , 1.900452 , 0.030212 , 0.000000 ,  137079, 2428, 50000000 
exe/selectionSort 10000 , 2.128357 , 1.862854 , 0.026611 , 0.000000 ,  137239, 2428, 50000000 
exe/selectionSort 10000 , 2.093567 , 1.853943 , 0.021484 , 0.000000 ,  142051, 2356, 50000000 
exe/selectionSort 10000 , 2.082336 , 1.810669 , 0.037964 , 0.000000 ,  138782, 2428, 50000000 
exe/selectionSort 10000 , 2.053528 , 1.795898 , 0.026428 , 0.000000 ,  137392, 2428, 50000000 
exe/selectionSort 10000 , 2.049683 , 1.801941 , 0.027161 , 0.000000 ,  136998, 2428, 50000000 
exe/selectionSort 10000 , 2.032288 , 1.789368 , 0.022705 , 0.000000 ,  140373, 2428, 50000000 
exe/selectionSort 10000 , 2.028625 , 1.783325 , 0.023071 , 0.000000 ,  140587, 2428, 50000000 
exe/radixSort.py 30000 , 71.331604 , 63.739319 , 0.745911 , 0.000000 ,  4.15526E+06, 2380, 50000000 
exe/radixSort.py 30000 , 65.479553 , 59.260925 , 0.058594 , 0.000000 ,  3.88145E+06, 2452, 50000000 
exe/radixSort.py 30000 , 64.614502 , 58.156189 , 0.062988 , 0.000000 ,  3.99796E+06, 2452, 50000000 
exe/radixSort.py 30000 , 64.227051 , 57.769714 , 0.062561 , 0.000000 ,  3.99931E+06, 2452, 50000000 
exe/radixSort.py 30000 , 62.866394 , 56.475342 , 0.068420 , 0.000000 ,  3.95442E+06, 2452, 50000000 
exe/radixSort.py 30000 , 62.694824 , 56.329895 , 0.082458 , 0.000000 ,  3.9259E+06, 2452, 50000000 
exe/radixSort.py 30000 , 62.359558 , 55.981140 , 0.078552 , 0.000000 ,  3.93257E+06, 2452, 50000000 
exe/radixSort.py 30000 , 61.641785 , 55.231384 , 0.075500 , 0.000000 ,  3.95214E+06, 2452, 50000000 
exe/radixSort.py 30000 , 59.056458 , 52.227356 , 0.060669 , 0.000000 ,  4.12883E+06, 2452, 50000000 
exe/radixSort.py 30000 , 59.051331 , 52.245056 , 0.069702 , 0.000000 ,  4.10513E+06, 2452, 50000000 
exe/radixSort.py 20000 , 74.096130 , 65.962585 , 1.129517 , 0.000000 ,  4.19139E+06, 2376, 50000000 
exe/radixSort.py 20000 , 65.955872 , 59.772644 , 0.059082 , 0.000000 ,  3.84363E+06, 2448, 50000000 
exe/radixSort.py 20000 , 65.813354 , 59.592529 , 0.075500 , 0.000000 ,  3.86074E+06, 2448, 50000000 
exe/radixSort.py 20000 , 65.653992 , 59.322388 , 0.071350 , 0.000000 ,  3.94815E+06, 2448, 50000000 
exe/radixSort.py 20000 , 64.532410 , 58.383911 , 0.059326 , 0.000000 ,  3.85126E+06, 2448, 50000000 
exe/radixSort.py 20000 , 63.792725 , 57.337158 , 0.065796 , 0.000000 ,  3.9992E+06, 2448, 50000000 
exe/radixSort.py 20000 , 62.558044 , 56.262268 , 0.068970 , 0.000000 ,  3.90632E+06, 2448, 50000000 
exe/radixSort.py 20000 , 62.324646 , 55.977661 , 0.070312 , 0.000000 ,  3.92748E+06, 2448, 50000000 
exe/radixSort.py 20000 , 62.301147 , 55.911743 , 0.065491 , 0.000000 ,  3.95744E+06, 2448, 50000000 
exe/radixSort.py 20000 , 58.625183 , 51.818665 , 0.064453 , 0.000000 ,  4.11008E+06, 2448, 50000000 
exe/radixSort.py 10000 , 71.305054 , 63.478088 , 1.050720 , 0.000000 ,  4.06359E+06, 2332, 50000000 
exe/radixSort.py 10000 , 66.264160 , 59.953125 , 0.089478 , 0.000000 ,  3.9024E+06, 2404, 50000000 
exe/radixSort.py 10000 , 65.619934 , 59.322815 , 0.061951 , 0.000000 ,  3.91364E+06, 2404, 50000000 
exe/radixSort.py 10000 , 64.989624 , 58.773438 , 0.083069 , 0.000000 ,  3.84418E+06, 2404, 50000000 
exe/radixSort.py 10000 , 63.659973 , 57.498413 , 0.071594 , 0.000000 ,  3.85412E+06, 2404, 50000000 
exe/radixSort.py 10000 , 62.639404 , 56.250916 , 0.078430 , 0.000000 ,  3.94494E+06, 2404, 50000000 
exe/radixSort.py 10000 , 62.395264 , 56.016724 , 0.084656 , 0.000000 ,  3.93261E+06, 2404, 50000000 
exe/radixSort.py 10000 , 61.848999 , 55.503784 , 0.069336 , 0.000000 ,  3.92959E+06, 2404, 50000000 
exe/radixSort.py 10000 , 57.325745 , 50.407959 , 0.069153 , 0.000000 ,  4.17126E+06, 2404, 50000000 
exe/radixSort.py 10000 , 56.882080 , 49.859802 , 0.066895 , 0.000000 ,  4.23858E+06, 2404, 50000000 
exe/radixSort 30000 , 0.077332 , 0.054077 , 0.005432 , 0.000000 ,  2471, 2412, 50000000 
exe/radixSort 30000 , 0.072327 , 0.058411 , 0.002502 , 0.000000 ,  2608, 2412, 50000000 
exe/radixSort 30000 , 0.045288 , 0.048401 , 0.000000 , 0.000000 ,  2345, 2412, 50000000 
exe/radixSort 30000 , 0.034363 , 0.019104 , 0.003296 , 0.000000 ,  5513, 2412, 50000000 
exe/radixSort 30000 , 0.031982 , 0.026611 , 0.000000 , 0.000000 ,  4293, 2340, 50000000 
exe/radixSort 30000 , 0.023682 , 0.015625 , 0.000000 , 0.000000 ,  4882, 2412, 50000000 
exe/radixSort 30000 , 0.023071 , 0.014404 , 0.000000 , 0.000000 ,  4732, 2412, 50000000 
exe/radixSort 30000 , 0.021667 , 0.014832 , 0.000000 , 0.000000 ,  5356, 2412, 50000000 
exe/radixSort 30000 , 0.020752 , 0.014587 , 0.001953 , 0.000000 ,  4819, 2412, 50000000 
exe/radixSort 30000 , 0.020386 , 0.013367 , 0.000000 , 0.000000 ,  5401, 2412, 50000000 
exe/radixSort 20000 , 0.046204 , 0.026550 , 0.007629 , 0.000000 ,  7039, 2444, 50000000 
exe/radixSort 20000 , 0.044128 , 0.023193 , 0.007996 , 0.000000 ,  7482, 2444, 50000000 
exe/radixSort 20000 , 0.043518 , 0.021484 , 0.005310 , 0.000000 ,  6875, 2444, 50000000 
exe/radixSort 20000 , 0.042664 , 0.021240 , 0.004761 , 0.000000 ,  6651, 2444, 50000000 
exe/radixSort 20000 , 0.032288 , 0.019409 , 0.001831 , 0.000000 ,  6720, 2444, 50000000 
exe/radixSort 20000 , 0.028687 , 0.016052 , 0.000000 , 0.000000 ,  6334, 2444, 50000000 
exe/radixSort 20000 , 0.025452 , 0.015076 , 0.001587 , 0.000000 ,  6324, 2444, 50000000 
exe/radixSort 20000 , 0.024536 , 0.014282 , 0.001526 , 0.000000 ,  6271, 2444, 50000000 
exe/radixSort 20000 , 0.023743 , 0.015320 , 0.000000 , 0.000000 ,  6964, 2372, 50000000 
exe/radixSort 20000 , 0.018555 , 0.016418 , 0.000000 , 0.000000 ,  3545, 2444, 50000000 
exe/radixSort 10000 , 0.052979 , 0.028931 , 0.009766 , 0.000000 ,  8514, 2408, 50000000 
exe/radixSort 10000 , 0.046692 , 0.025757 , 0.006165 , 0.000000 ,  4480, 2408, 50000000 
exe/radixSort 10000 , 0.042236 , 0.025452 , 0.006836 , 0.000000 ,  7437, 2408, 50000000 
exe/radixSort 10000 , 0.042114 , 0.021851 , 0.007446 , 0.000000 ,  7146, 2408, 50000000 
exe/radixSort 10000 , 0.038391 , 0.027283 , 0.002075 , 0.000000 ,  7336, 2408, 50000000 
exe/radixSort 10000 , 0.032898 , 0.020203 , 0.002258 , 0.000000 ,  7263, 2408, 50000000 
exe/radixSort 10000 , 0.031311 , 0.018188 , 0.001038 , 0.000000 ,  6459, 2408, 50000000 
exe/radixSort 10000 , 0.031128 , 0.017029 , 0.001343 , 0.000000 ,  6988, 2408, 50000000 
exe/radixSort 10000 , 0.024902 , 0.014160 , 0.002014 , 0.000000 ,  6275, 2408, 50000000 
exe/radixSort 10000 , 0.019226 , 0.017090 , 0.000000 , 0.000000 ,  3497, 2404, 50000000 
exe/insertionSort.py 30000 , 442.919556 , 399.301025 , 0.300842 , 0.000000 ,  2.74216E+07, 2476, 50000000 
exe/insertionSort.py 30000 , 440.648987 , 396.912720 , 0.294128 , 0.000000 ,  2.72736E+07, 2476, 50000000 
exe/insertionSort.py 30000 , 440.479004 , 396.911194 , 0.223572 , 0.000000 ,  2.73679E+07, 2476, 50000000 
exe/insertionSort.py 30000 , 436.409546 , 392.737244 , 0.274353 , 0.000000 ,  2.72553E+07, 2476, 50000000 
exe/insertionSort.py 30000 , 435.604370 , 392.035400 , 0.305298 , 0.000000 ,  2.71598E+07, 2476, 50000000 
exe/insertionSort.py 30000 , 435.257690 , 391.169861 , 0.946106 , 0.000000 ,  2.71907E+07, 2404, 50000000 
exe/insertionSort.py 30000 , 424.767639 , 380.557495 , 0.191956 , 0.000000 ,  2.75646E+07, 2476, 50000000 
exe/insertionSort.py 30000 , 400.737244 , 352.482788 , 0.287781 , 0.000000 ,  2.92707E+07, 2476, 50000000 
exe/insertionSort.py 30000 , 400.268066 , 351.904602 , 0.205627 , 0.000000 ,  2.94056E+07, 2476, 50000000 
exe/insertionSort.py 30000 , 397.919495 , 349.488342 , 0.232849 , 0.000000 ,  2.94399E+07, 2476, 50000000 
exe/insertionSort.py 20000 , 437.877808 , 394.386292 , 0.273865 , 0.000000 ,  2.71369E+07, 2420, 50000000 
exe/insertionSort.py 20000 , 436.058533 , 392.660339 , 0.240784 , 0.000000 ,  2.71066E+07, 2420, 50000000 
exe/insertionSort.py 20000 , 435.303528 , 391.921143 , 0.309387 , 0.000000 ,  2.70311E+07, 2420, 50000000 
exe/insertionSort.py 20000 , 433.144226 , 389.675415 , 0.236938 , 0.000000 ,  2.71332E+07, 2420, 50000000 
exe/insertionSort.py 20000 , 430.326538 , 387.012329 , 0.242920 , 0.000000 ,  2.71925E+07, 2420, 50000000 
exe/insertionSort.py 20000 , 429.953857 , 386.542114 , 0.288574 , 0.000000 ,  2.72777E+07, 2420, 50000000 
exe/insertionSort.py 20000 , 428.898865 , 385.560181 , 0.272522 , 0.000000 ,  2.71881E+07, 2420, 50000000 
exe/insertionSort.py 20000 , 428.016113 , 382.688904 , 0.958252 , 0.000000 ,  2.7632E+07, 2348, 50000000 
exe/insertionSort.py 20000 , 427.078430 , 383.711121 , 0.239990 , 0.000000 ,  2.71976E+07, 2420, 50000000 
exe/insertionSort.py 20000 , 424.461853 , 380.133057 , 0.274719 , 0.000000 ,  2.75555E+07, 2420, 50000000 
exe/insertionSort.py 10000 , 482.740295 , 434.229187 , 0.343567 , 0.000000 ,  3.02247E+07, 2476, 50000000 
exe/insertionSort.py 10000 , 441.679688 , 396.866333 , 1.238342 , 0.000000 ,  2.71846E+07, 2404, 50000000 
exe/insertionSort.py 10000 , 439.194214 , 395.707458 , 0.310913 , 0.000000 ,  2.71036E+07, 2476, 50000000 
exe/insertionSort.py 10000 , 434.928345 , 391.418396 , 0.299133 , 0.000000 ,  2.71353E+07, 2476, 50000000 
exe/insertionSort.py 10000 , 431.242188 , 387.731262 , 0.248901 , 0.000000 ,  2.71668E+07, 2476, 50000000 
exe/insertionSort.py 10000 , 429.949280 , 386.399719 , 0.243042 , 0.000000 ,  2.72677E+07, 2476, 50000000 
exe/insertionSort.py 10000 , 428.602417 , 385.357300 , 0.233582 , 0.000000 ,  2.72349E+07, 2476, 50000000 
exe/insertionSort.py 10000 , 423.435120 , 379.179871 , 0.282349 , 0.000000 ,  2.75024E+07, 2476, 50000000 
exe/insertionSort.py 10000 , 422.914551 , 378.498291 , 0.204102 , 0.000000 ,  2.76806E+07, 2476, 50000000 
exe/insertionSort.py 10000 , 404.790100 , 355.997070 , 0.205750 , 0.000000 ,  2.96555E+07, 2476, 50000000 
exe/insertionSort 30000 , 3.892517 , 3.378174 , 0.127869 , 0.000000 ,  207007, 2452, 50000000 
exe/insertionSort 30000 , 3.573120 , 3.108032 , 0.107117 , 0.000000 ,  203990, 2452, 50000000 
exe/insertionSort 30000 , 3.257446 , 2.927673 , 0.028503 , 0.000000 ,  188217, 2452, 50000000 
exe/insertionSort 30000 , 3.203613 , 2.875854 , 0.034485 , 0.000000 ,  192394, 2452, 50000000 
exe/insertionSort 30000 , 3.197510 , 2.872192 , 0.020569 , 0.000000 ,  186284, 2452, 50000000 
exe/insertionSort 30000 , 3.187561 , 2.850586 , 0.022888 , 0.000000 ,  191189, 2452, 50000000 
exe/insertionSort 30000 , 3.180359 , 2.848511 , 0.022705 , 0.000000 ,  191642, 2452, 50000000 
exe/insertionSort 30000 , 3.177856 , 2.849060 , 0.022156 , 0.000000 ,  186644, 2452, 50000000 
exe/insertionSort 30000 , 3.000122 , 2.656433 , 0.021179 , 0.000000 ,  194938, 2452, 50000000 
exe/insertionSort 30000 , 2.946716 , 2.528992 , 0.023254 , 0.000000 ,  239946, 2380, 50000000 
exe/insertionSort 20000 , 1.716614 , 1.458496 , 0.089722 , 0.000000 ,  92181, 2508, 50000000 
exe/insertionSort 20000 , 1.672913 , 1.441223 , 0.072571 , 0.000000 ,  91252, 2508, 50000000 
exe/insertionSort 20000 , 1.643066 , 1.388611 , 0.080688 , 0.000000 ,  96480, 2508, 50000000 
exe/insertionSort 20000 , 1.589661 , 1.399109 , 0.041199 , 0.000000 ,  94812, 2436, 50000000 
exe/insertionSort 20000 , 1.559937 , 1.394348 , 0.024536 , 0.000000 ,  85942, 2508, 50000000 
exe/insertionSort 20000 , 1.537659 , 1.241394 , 0.082703 , 0.000000 ,  118100, 2508, 50000000 
exe/insertionSort 20000 , 1.528809 , 1.229309 , 0.086243 , 0.000000 ,  117487, 2508, 50000000 
exe/insertionSort 20000 , 1.525085 , 1.235413 , 0.083313 , 0.000000 ,  114227, 2508, 50000000 
exe/insertionSort 20000 , 1.519531 , 1.352722 , 0.021118 , 0.000000 ,  84605, 2508, 50000000 
exe/insertionSort 20000 , 1.385681 , 1.228149 , 0.023438 , 0.000000 ,  90082, 2508, 50000000 
exe/insertionSort 10000 , 0.430847 , 0.374207 , 0.020874 , 0.000000 ,  24583, 2436, 50000000 
exe/insertionSort 10000 , 0.425598 , 0.359314 , 0.023193 , 0.000000 ,  24006, 2436, 50000000 
exe/insertionSort 10000 , 0.413086 , 0.357544 , 0.021362 , 0.000000 ,  24194, 2436, 50000000 
exe/insertionSort 10000 , 0.413025 , 0.352295 , 0.014954 , 0.000000 ,  23816, 2436, 50000000 
exe/insertionSort 10000 , 0.389648 , 0.315369 , 0.023560 , 0.000000 ,  26885, 2436, 50000000 
exe/insertionSort 10000 , 0.355469 , 0.263611 , 0.025024 , 0.000000 ,  29875, 2436, 50000000 
exe/insertionSort 10000 , 0.350708 , 0.220764 , 0.039734 , 0.000000 ,  52400, 2436, 50000000 
exe/insertionSort 10000 , 0.341187 , 0.297119 , 0.009460 , 0.000000 ,  28013, 2364, 50000000 
exe/insertionSort 10000 , 0.325439 , 0.240112 , 0.027954 , 0.000000 ,  34534, 2436, 50000000 
exe/insertionSort 10000 , 0.322998 , 0.245056 , 0.022095 , 0.000000 ,  32013, 2436, 50000000 
exe/bubbleSort.py 30000 , 990.528198 , 895.198853 , 0.563904 , 0.000000 ,  5.94063E+07, 2408, 50000000 
exe/bubbleSort.py 30000 , 980.522644 , 885.176636 , 0.522644 , 0.000000 ,  5.94838E+07, 2408, 50000000 
exe/bubbleSort.py 30000 , 972.150940 , 875.742554 , 0.540039 , 0.000000 ,  6.01468E+07, 2408, 50000000 
exe/bubbleSort.py 30000 , 960.452271 , 864.675415 , 0.546509 , 0.000000 ,  5.96922E+07, 2408, 50000000 
exe/bubbleSort.py 30000 , 957.849243 , 861.886963 , 0.553833 , 0.000000 ,  5.97558E+07, 2408, 50000000 
exe/bubbleSort.py 30000 , 953.830505 , 858.490479 , 0.510132 , 0.000000 ,  5.95969E+07, 2408, 50000000 
exe/bubbleSort.py 30000 , 946.620850 , 851.406982 , 0.499817 , 0.000000 ,  5.96661E+07, 2408, 50000000 
exe/bubbleSort.py 30000 , 944.813416 , 849.482666 , 0.503235 , 0.000000 ,  5.97535E+07, 2408, 50000000 
exe/bubbleSort.py 30000 , 1042.322388 , 940.632935 , 0.525696 , 0.000000 ,  6.35758E+07, 2408, 50000000 
exe/bubbleSort.py 30000 , 1022.860901 , 920.797791 , 0.992249 , 0.000000 ,  6.33428E+07, 2336, 50000000 
exe/bubbleSort.py 20000 , 967.701843 , 871.056213 , 1.077698 , 0.000000 ,  5.9843E+07, 2452, 50000000 
exe/bubbleSort.py 20000 , 964.786011 , 868.792603 , 0.534302 , 0.000000 ,  5.98891E+07, 2524, 50000000 
exe/bubbleSort.py 20000 , 962.146729 , 865.993164 , 0.561584 , 0.000000 ,  5.99676E+07, 2524, 50000000 
exe/bubbleSort.py 20000 , 939.048035 , 843.293152 , 0.513428 , 0.000000 ,  5.99654E+07, 2524, 50000000 
exe/bubbleSort.py 20000 , 934.058533 , 838.276001 , 0.511597 , 0.000000 ,  5.99661E+07, 2524, 50000000 
exe/bubbleSort.py 20000 , 932.389282 , 834.468262 , 0.463562 , 0.000000 ,  6.09535E+07, 2524, 50000000 
exe/bubbleSort.py 20000 , 927.138306 , 829.973877 , 0.491333 , 0.000000 ,  6.04449E+07, 2524, 50000000 
exe/bubbleSort.py 20000 , 924.951172 , 827.867615 , 0.484924 , 0.000000 ,  6.04468E+07, 2524, 50000000 
exe/bubbleSort.py 20000 , 924.583069 , 827.408325 , 0.484863 , 0.000000 ,  6.04936E+07, 2524, 50000000 
exe/bubbleSort.py 20000 , 869.720764 , 763.648926 , 0.494568 , 0.000000 ,  6.4431E+07, 2524, 50000000 
exe/bubbleSort.py 10000 , 979.792114 , 882.470520 , 0.563538 , 0.000000 ,  6.06973E+07, 2456, 50000000 
exe/bubbleSort.py 10000 , 964.414368 , 869.060364 , 0.556580 , 0.000000 ,  5.95002E+07, 2456, 50000000 
exe/bubbleSort.py 10000 , 955.059143 , 859.604187 , 0.508667 , 0.000000 ,  5.96465E+07, 2456, 50000000 
exe/bubbleSort.py 10000 , 948.853760 , 853.326050 , 0.493347 , 0.000000 ,  5.97574E+07, 2456, 50000000 
exe/bubbleSort.py 10000 , 943.766418 , 848.809326 , 0.488586 , 0.000000 ,  5.9715E+07, 2456, 50000000 
